"id","title","description","link","price","brand","condition","image_link","weight","product_type","quantity"
"bitter-gourd500-gm","Bitter Gourd","Bitter Gourd","https://lavv.bizrise.in/p/bitter-gourd500-gm","20.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/f8feac62-9cf4-4608-a8ea-6fb626eaa32d.png","100.0","Bitter Gourd","In stock",""
"frooti160-ml","Frooti","Frooti","https://lavv.bizrise.in/p/frooti160-ml","10.0","default","NEW","https://mydukaan-staging.s3.amazonaws.com/101415/226d8a3d-438b-494c-ab75-d44f19838029.png","100.0","Frooti","In stock",""
"tangidi-kaba-4-pieces","Tangidi Kaba (4 Pieces)","Tangidi Kaba (4 Pieces)","https://lavv.bizrise.in/p/tangidi-kaba-4-pieces","280.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Tangidi Kaba (4 Pieces)","In stock",""
"special-chicken-biryani","Special Chicken Biryani","Special Chicken Biryani","https://lavv.bizrise.in/p/special-chicken-biryani","280.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Special Chicken Biryani","In stock",""
"goldiee-black-pepper100g","Goldiee Black Pepper","Goldiee Black Pepper","https://lavv.bizrise.in/p/goldiee-black-pepper100g","82.0","default","NEW","https://firebasestorage.googleapis.com/v0/b/projectbk-c0094.appspot.com/o/stores%2Fmasala1%2F3635384175f580c87e.png?alt=media","100.0","Goldiee Black Pepper","In stock",""
"sweet-buns-medium-pack-of-2-170-gms","Sweet Buns Medium (Pack of 2) 170 gms","Sweet Buns Medium (Pack of 2) 170 gms","https://lavv.bizrise.in/p/sweet-buns-medium-pack-of-2-170-gms","20.0","default","NEW","https://lavv.bikry.com/static/bizrise/img/ph.png","100.0","Sweet Buns Medium (Pack of 2) 170 gms","In stock",""
"ginger-fish","Ginger Fish","Ginger Fish","https://lavv.bizrise.in/p/ginger-fish","290.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Ginger Fish","In stock",""
"meat-masala1-piece","Meat Masala","Meat Masala","https://lavv.bizrise.in/p/meat-masala1-piece","5.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/1dd6be28-e0ba-46bc-948d-b4ac2bbe1cf8.png","100.0","Meat Masala","In stock",""
"mutton-65","MUTTON 65","MUTTON 65","https://lavv.bizrise.in/p/mutton-65","290.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","MUTTON 65","In stock",""
"chilli-chicken-kabab","Chilli Chicken Kabab","Chilli Chicken Kabab","https://lavv.bizrise.in/p/chilli-chicken-kabab","260.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chilli Chicken Kabab","In stock",""
"ulavacharu-chicken-biryani","Ulavacharu Chicken Biryani","Ulavacharu Chicken Biryani","https://lavv.bizrise.in/p/ulavacharu-chicken-biryani","280.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Ulavacharu Chicken Biryani","In stock",""
"gongura-chicken-boneless","Gongura Chicken (Boneless)","Gongura Chicken (Boneless)","https://lavv.bizrise.in/p/gongura-chicken-boneless","300.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Gongura Chicken (Boneless)","In stock",""
"chicken-fried-noodles","Chicken Fried Noodles","Chicken Fried Noodles","https://lavv.bizrise.in/p/chicken-fried-noodles","230.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chicken Fried Noodles","In stock",""
"chicken-sheek-kabab","Chicken Sheek Kabab","Chicken Sheek Kabab","https://lavv.bizrise.in/p/chicken-sheek-kabab","280.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chicken Sheek Kabab","In stock",""
"garlic-fish-tikka","Garlic Fish Tikka","Garlic Fish Tikka","https://lavv.bizrise.in/p/garlic-fish-tikka","300.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Garlic Fish Tikka","In stock",""
"veg-conton-soup","Veg Conton Soup","Veg Conton Soup","https://lavv.bizrise.in/p/veg-conton-soup","100.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Veg Conton Soup","In stock",""
"mushroom-masala","Mushroom Masala","Mushroom Masala","https://lavv.bizrise.in/p/mushroom-masala","200.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Mushroom Masala","In stock",""
"egg-fried-noodles","Egg Fried Noodles","Egg Fried Noodles","https://lavv.bizrise.in/p/egg-fried-noodles","200.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Egg Fried Noodles","In stock",""
"mutton-fry-bones","Mutton Fry (Bones)","Mutton Fry (Bones)","https://lavv.bizrise.in/p/mutton-fry-bones","310.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Mutton Fry (Bones)","In stock",""
"special-mutton-biryani","Special Mutton Biryani","Special Mutton Biryani","https://lavv.bizrise.in/p/special-mutton-biryani","300.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Special Mutton Biryani","In stock",""
"apple","apple","apple","https://lavv.bizrise.in/p/apple","288.0","default","NEW","","100.0","apple","In stock",""
"tomato-cashewnut-curry","Tomato Cashewnut Curry","Tomato Cashewnut Curry","https://lavv.bizrise.in/p/tomato-cashewnut-curry","270.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Tomato Cashewnut Curry","In stock",""
"chicken-fried-rice","Chicken Fried Rice","Chicken Fried Rice","https://lavv.bizrise.in/p/chicken-fried-rice","210.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chicken Fried Rice","In stock",""
"psyllium-husk50-gm","Psyllium Husk","Psyllium Husk","https://lavv.bizrise.in/p/psyllium-husk50-gm","55.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/eb89c757-8b40-4acd-bae3-7100a2d3ef5b.png","100.0","Psyllium Husk","In stock",""
"prawns-fry","Prawns Fry","Prawns Fry","https://lavv.bizrise.in/p/prawns-fry","310.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Prawns Fry","In stock",""
"kulchas-pack-of-4-220-gms","Kulchas (Pack of 4) 220 gms","Kulchas (Pack of 4) 220 gms","https://lavv.bizrise.in/p/kulchas-pack-of-4-220-gms","30.0","default","NEW","https://lavv.bikry.com/static/bizrise/img/ph.png","100.0","Kulchas (Pack of 4) 220 gms","In stock",""
"uploads3","uploads3","uploads3","https://lavv.bizrise.in/p/uploads3","200.0","default","NEW","https://firebasestorage.googleapis.com/v0/b/projectbk-c0094.appspot.com/o/order_attachment%2F1623218891508.jpg?alt=media&token=cffa348c-9d1d-4858-98a5-71b7270e61c5","100.0","uploads3","In stock",""
"detergent-powder10","Detergent Powder","Detergent Powder","https://lavv.bizrise.in/p/detergent-powder10","200.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/5452/911beb90-8a7d-42c9-83ed-d964dca559fa.png","100.0","Detergent Powder","In stock",""
"chini1","Chini","Chini","https://lavv.bizrise.in/p/chini1","40.0","default","NEW","https://bizrise.s3.ap-south-1.amazonaws.com/store/img/4916849/product/chini1/chini1-1631613589239_1.jpg","100.0","Chini","In stock",""
"fish-biryani","Fish Biryani","Fish Biryani","https://lavv.bizrise.in/p/fish-biryani","290.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Fish Biryani","In stock",""
"spicy-chicken","Spicy Chicken","Spicy Chicken","https://lavv.bizrise.in/p/spicy-chicken","260.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Spicy Chicken","In stock",""
"pulka","Pulka","Pulka","https://lavv.bizrise.in/p/pulka","20.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Pulka","In stock",""
"sprite250-gm","Sprite","Sprite","https://lavv.bizrise.in/p/sprite250-gm","20.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/8b5a7723-84e8-4f15-a79f-962294b5d1c5.png","100.0","Sprite","In stock",""
"p41neer-m41jestic","PANEER MAJESTIC","PANEER MAJESTIC","https://lavv.bizrise.in/p/p41neer-m41jestic","210.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","PANEER MAJESTIC","In stock",""
"parle-g1-piece","Parle-g","Parle-g","https://lavv.bizrise.in/p/parle-g1-piece","10.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/609dbb00-9dc7-4333-9372-e47ad55b4308.png","100.0","Parle-g","In stock",""
"paste19-gm","Paste","Paste","https://lavv.bizrise.in/p/paste19-gm","10.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/5a5b7f13-5e93-4420-8c04-65c14f0da39c.png","100.0","Paste","In stock",""
"chicken-65","Chicken 65","Chicken 65","https://lavv.bizrise.in/p/chicken-65","240.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chicken 65","In stock",""
"fish-curry","Fish Curry","Fish Curry","https://lavv.bizrise.in/p/fish-curry","290.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Fish Curry","In stock",""
"kjh","kjh","kjh","https://lavv.bizrise.in/p/kjh","546.0","default","NEW","","100.0","kjh","In stock",""
"kalmi-kabab-2-pieces","Kalmi Kabab (2 Pieces)","Kalmi Kabab (2 Pieces)","https://lavv.bizrise.in/p/kalmi-kabab-2-pieces","170.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Kalmi Kabab (2 Pieces)","In stock",""
"chicken-soft-noodles","Chicken Soft Noodles","Chicken Soft Noodles","https://lavv.bizrise.in/p/chicken-soft-noodles","210.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chicken Soft Noodles","In stock",""
"horlicks500-gm","Horlicks","Horlicks","https://lavv.bizrise.in/p/horlicks500-gm","229.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/dadc094b-5038-437a-a1be-6692da449615.png","100.0","Horlicks","In stock",""
"del-su","del su","<p><br></p>","https://lavv.bizrise.in/p/del-su","2.0","default","NEW","","110.0","del su","In stock",""
"thums-up1","Thums Up","Thums Up","https://lavv.bizrise.in/p/thums-up1","40.0","default","NEW","https://bizrise.s3.ap-south-1.amazonaws.com/store/img/4916849/product/thums-up1/thums-up1-1631613589121_1.jpg","100.0","Thums Up","In stock",""
"mushroom-biryani","Mushroom Biryani","Mushroom Biryani","https://lavv.bizrise.in/p/mushroom-biryani","200.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Mushroom Biryani","In stock",""
"chicken-spring-roll","Chicken Spring Roll","Chicken Spring Roll","https://lavv.bizrise.in/p/chicken-spring-roll","260.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chicken Spring Roll","In stock",""
"paneer-butter-masala","Paneer Butter Masala","Paneer Butter Masala","https://lavv.bizrise.in/p/paneer-butter-masala","210.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Paneer Butter Masala","In stock",""
"chicken-majestic","Chicken Majestic","Chicken Majestic","https://lavv.bizrise.in/p/chicken-majestic","240.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chicken Majestic","In stock",""
"chilli-prawns","Chilli Prawns","Chilli Prawns","https://lavv.bizrise.in/p/chilli-prawns","290.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chilli Prawns","In stock",""
"tank-top10","tank-top","tank-top","https://lavv.bizrise.in/p/tank-top10","199.0","default","NEW","https://bizrise.s3.ap-south-1.amazonaws.com/store/img/3IajJYVcPbPMvKCe9h3ClPn9pmF2/product/tank-top10/tank-top10-2.jpg","100.0","tank-top","In stock",""
"kadai-veg","Kadai Veg","Kadai Veg","https://lavv.bizrise.in/p/kadai-veg","190.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Kadai Veg","In stock",""
"veg-biryani","Veg Biryani","Veg Biryani","https://lavv.bizrise.in/p/veg-biryani","190.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Veg Biryani","In stock",""
"chilli-garlic-mutton-soft-noodles","Chilli Garlic Mutton Soft Noodles","Chilli Garlic Mutton Soft Noodles","https://lavv.bizrise.in/p/chilli-garlic-mutton-soft-noodles","230.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chilli Garlic Mutton Soft Noodles","In stock",""
"lacha-parata","Lacha Parata","Lacha Parata","https://lavv.bizrise.in/p/lacha-parata","50.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Lacha Parata","In stock",""
"paneer-do-pyaza","Paneer Do Pyaza","Paneer Do Pyaza","https://lavv.bizrise.in/p/paneer-do-pyaza","210.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Paneer Do Pyaza","In stock",""
"cashew-custard-cookies-250-gms","Cashew Custard Cookies 250 gms","Cashew Custard Cookies 250 gms","https://lavv.bizrise.in/p/cashew-custard-cookies-250-gms","100.0","default","NEW","https://lavv.bikry.com/static/bizrise/img/ph.png","100.0","Cashew Custard Cookies 250 gms","In stock",""
"tata-sampann-coriander-powder200g","Tata Sampann Coriander Powder","Tata Sampann Coriander Powder","https://lavv.bizrise.in/p/tata-sampann-coriander-powder200g","59.0","default","NEW","https://firebasestorage.googleapis.com/v0/b/projectbk-c0094.appspot.com/o/stores%2Fmasala1%2F3635384175f63eeefe.png?alt=media","100.0","Tata Sampann Coriander Powder","In stock",""
"vermicell100-gm","Vermicell","Vermicell","https://lavv.bizrise.in/p/vermicell100-gm","10.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/56185929-0278-42ef-b9da-eefe941a81d8.png","100.0","Vermicell","In stock",""
"egg-biryani","Egg Biryani","Egg Biryani","https://lavv.bizrise.in/p/egg-biryani","200.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Egg Biryani","In stock",""
"veg-kolhapuri","Veg Kolhapuri","Veg Kolhapuri","https://lavv.bizrise.in/p/veg-kolhapuri","190.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Veg Kolhapuri","In stock",""
"kadai-chicken","Kadai Chicken ","Kadai Chicken ","https://lavv.bizrise.in/p/kadai-chicken","280.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Kadai Chicken ","In stock",""
"two-images10","two images","two images","https://lavv.bizrise.in/p/two-images10","1999.0","default","NEW","https://bizrise.s3.ap-south-1.amazonaws.com/store/img/3IajJYVcPbPMvKCe9h3ClPn9pmF2/two-images102/two-images10.jpg","100.0","two images","In stock",""
"tandoori-chicken-half","Tandoori Chicken (Half)","Tandoori Chicken (Half)","https://lavv.bizrise.in/p/tandoori-chicken-half","220.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Tandoori Chicken (Half)","In stock",""
"chilli-fish","Chilli Fish","Chilli Fish","https://lavv.bizrise.in/p/chilli-fish","290.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chilli Fish","In stock",""
"flowers12","flowers","<p><br></p>","https://lavv.bizrise.in/p/flowers12","500.0","default","NEW","https://bizrise.s3.ap-south-1.amazonaws.com/store/img/29060360/product/flowers12/flowers12-1628772192122_1.jpg","100.0","flowers","In stock",""
"paneer-chatpat","Paneer Chatpat","Paneer Chatpat","https://lavv.bizrise.in/p/paneer-chatpat","210.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Paneer Chatpat","In stock",""
"chilli-garlic-chicken-soft-noodles","Chilli Garlic Chicken Soft Noodles","Chilli Garlic Chicken Soft Noodles","https://lavv.bizrise.in/p/chilli-garlic-chicken-soft-noodles","220.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chilli Garlic Chicken Soft Noodles","In stock",""
"butter-bake1-piece","Butter Bake","Butter Bake","https://lavv.bizrise.in/p/butter-bake1-piece","5.0","default","NEW","https://mydukaan-staging.s3.amazonaws.com/101415/060298b6-4d9c-4d3a-bae7-e6a04bc032e1.png","100.0","Butter Bake","In stock",""
"tangidi-kaba-2-pieces","Tangidi Kaba (2 Pieces)","Tangidi Kaba (2 Pieces)","https://lavv.bizrise.in/p/tangidi-kaba-2-pieces","150.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Tangidi Kaba (2 Pieces)","In stock",""
"41jwain-biscuits-250-gms","ajwain biscuits 250 gms","<p><br></p>","https://lavv.bizrise.in/p/41jwain-biscuits-250-gms","80.0","okdjjf","NEW","","16.0","ajwain biscuits 250 gms","In stock",""
"imagessss10","imagessss","imagessss","https://lavv.bizrise.in/p/imagessss10","1999.0","default","NEW","https://bizrise.s3.ap-south-1.amazonaws.com/store/img/3IajJYVcPbPMvKCe9h3ClPn9pmF2/imagessss10-2/imagessss10-2.jpg","100.0","imagessss","In stock",""
"chilli-garlic-mixed-non-veg-fried-rice","Chilli Garlic Mixed Non-Veg Fried Rice","Chilli Garlic Mixed Non-Veg Fried Rice","https://lavv.bizrise.in/p/chilli-garlic-mixed-non-veg-fried-rice","260.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chilli Garlic Mixed Non-Veg Fried Rice","In stock",""
"honey15-gm","Honey","Honey","https://lavv.bizrise.in/p/honey15-gm","10.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/af822517-0a1e-42c0-a583-cbe6a659a59d.png","100.0","Honey","In stock",""
"hariyali-chicken-tikka","Hariyali Chicken Tikka","Hariyali Chicken Tikka","https://lavv.bizrise.in/p/hariyali-chicken-tikka","260.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Hariyali Chicken Tikka","In stock",""
"gobi-65","GOBI 65","GOBI 65","https://lavv.bizrise.in/p/gobi-65","180.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","GOBI 65","In stock",""
"black-pepper-powder1-piece","Black Pepper Powder","Black Pepper Powder","https://lavv.bizrise.in/p/black-pepper-powder1-piece","5.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/d4f1920d-eca2-4842-8ce1-0b641a9b9392.png","100.0","Black Pepper Powder","In stock",""
"egg-65","Egg 65","Egg 65","https://lavv.bizrise.in/p/egg-65","190.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Egg 65","In stock",""
"butter-roti","Butter Roti","Butter Roti","https://lavv.bizrise.in/p/butter-roti","30.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Butter Roti","In stock",""
"plum-cake-200-gms","Plum Cake 200 gms","Plum Cake 200 gms","https://lavv.bizrise.in/p/plum-cake-200-gms","140.0","default","NEW","https://lavv.bikry.com/static/bizrise/img/ph.png","100.0","Plum Cake 200 gms","In stock",""
"besan1-kg","Besan","Besan","https://lavv.bizrise.in/p/besan1-kg","80.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/ae100703-b944-4e75-b729-20408d9477ee.png","100.0","Besan","In stock",""
"coffee2-piece","Coffee","Coffee","https://lavv.bizrise.in/p/coffee2-piece","4.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/11ddf138-d2dd-414c-ad0e-27aaf9c091ec.png","100.0","Coffee","In stock",""
"schezwan-egg-soft-noodles","Schezwan Egg Soft Noodles","Schezwan Egg Soft Noodles","https://lavv.bizrise.in/p/schezwan-egg-soft-noodles","200.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Schezwan Egg Soft Noodles","In stock",""
"chilly-mutton","CHILLY MUTTON","CHILLY MUTTON","https://lavv.bizrise.in/p/chilly-mutton","290.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","CHILLY MUTTON","In stock",""
"41lu-65","alu 65","<p><br></p>","https://lavv.bizrise.in/p/41lu-65","180.0","default","NEW","https://bizrise.s3.ap-south-1.amazonaws.com/store/img/4916849/product/41lu-65/41lu-65-1629437111359_1.jpg,https://bizrise.s3.ap-south-1.amazonaws.com/store/img/4916849/product/41lu-65/41lu-65-1629437111955_3.jpg,https://bizrise.s3.ap-south-1.amazonaws.com/store/img/4916849/product/alu-65/alu-65-1629437162407_3.jpg","100.0","alu 65","In stock",""
"chilli-garlic-veg-soft-noodles","Chilli Garlic Veg Soft Noodles","Chilli Garlic Veg Soft Noodles","https://lavv.bizrise.in/p/chilli-garlic-veg-soft-noodles","190.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chilli Garlic Veg Soft Noodles","In stock",""
"chlli-p41neer","CHLLI PANEER","CHLLI PANEER","https://lavv.bizrise.in/p/chlli-p41neer","210.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","CHLLI PANEER","In stock",""
"masala-kulcha","Masala Kulcha","Masala Kulcha","https://lavv.bizrise.in/p/masala-kulcha","50.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Masala Kulcha","In stock",""
"mishiri500-gm","Mishiri","Mishiri","https://lavv.bizrise.in/p/mishiri500-gm","35.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/360e16e2-7370-488e-abaf-077018b4a316.png","100.0","Mishiri","In stock",""
"mutton-spring-roll","Mutton Spring Roll","Mutton Spring Roll","https://lavv.bizrise.in/p/mutton-spring-roll","300.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Mutton Spring Roll","In stock",""
"prawns-manchuria","Prawns Manchuria","Prawns Manchuria","https://lavv.bizrise.in/p/prawns-manchuria","290.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Prawns Manchuria","In stock",""
"fish-fry","Fish Fry","Fish Fry","https://lavv.bizrise.in/p/fish-fry","310.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Fish Fry","In stock",""
"chilli-mushroom","CHILLI MUSHROOM","CHILLI MUSHROOM","https://lavv.bizrise.in/p/chilli-mushroom","190.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","CHILLI MUSHROOM","In stock",""
"gobi-masala","Gobi Masala","Gobi Masala","https://lavv.bizrise.in/p/gobi-masala","180.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Gobi Masala","In stock",""
"suji500-gm","Suji","Suji","https://lavv.bizrise.in/p/suji500-gm","17.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/8e17ec35-a138-4fab-a9c5-88e65477bf24.png","100.0","Suji","In stock",""
"fruit-cake-200-gms","Fruit Cake 200 gms","Fruit Cake 200 gms","https://lavv.bizrise.in/p/fruit-cake-200-gms","90.0","default","NEW","https://lavv.bikry.com/static/bizrise/img/ph.png","100.0","Fruit Cake 200 gms","In stock",""
"prawns-pakoda","Prawns Pakoda","Prawns Pakoda","https://lavv.bizrise.in/p/prawns-pakoda","310.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Prawns Pakoda","In stock",""
"mutton-shai-kurma","Mutton Shai Kurma","Mutton Shai Kurma","https://lavv.bizrise.in/p/mutton-shai-kurma","300.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Mutton Shai Kurma","In stock",""
"aaaaaa","aaaaab","<p><br></p>","https://lavv.bizrise.in/p/aaaaaa","2.0","default","NEW","https://bizrise.s3.ap-south-1.amazonaws.com/store/img/29060360/product/aaaaaa/aaaaaa-1628772855986_1.jpg,https://bizrise.s3.ap-south-1.amazonaws.com/store/img/29060360/product/aaaaaa/aaaaaa-1628772914949_3.jpg,https://bizrise.s3.ap-south-1.amazonaws.com/store/img/29060360/product/aaaaab/aaaaab-1628772980728_3.jpg","100.0","aaaaab","In stock",""
"green-peas-pulao","Green Peas Pulao","Green Peas Pulao","https://lavv.bizrise.in/p/green-peas-pulao","180.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Green Peas Pulao","In stock",""
"loose-prawns","Loose Prawns","Loose Prawns","https://lavv.bizrise.in/p/loose-prawns","290.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Loose Prawns","In stock",""
"mutton-keema-balls","Mutton Keema Balls","Mutton Keema Balls","https://lavv.bizrise.in/p/mutton-keema-balls","310.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Mutton Keema Balls","In stock",""
"chicken-tikka","Chicken Tikka","Chicken Tikka","https://lavv.bizrise.in/p/chicken-tikka","240.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chicken Tikka","In stock",""
"veg-hot-and-sour-soup","Veg Hot and Sour Soup","Veg Hot and Sour Soup","https://lavv.bizrise.in/p/veg-hot-and-sour-soup","100.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Veg Hot and Sour Soup","In stock",""
"crispy-chicken","Crispy Chicken","Crispy Chicken","https://lavv.bizrise.in/p/crispy-chicken","270.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Crispy Chicken","In stock",""
"kadai-mushroom","Kadai Mushroom","Kadai Mushroom","https://lavv.bizrise.in/p/kadai-mushroom","200.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Kadai Mushroom","In stock",""
"veg-soft-noodles","Veg Soft Noodles","Veg Soft Noodles","https://lavv.bizrise.in/p/veg-soft-noodles","180.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Veg Soft Noodles","In stock",""
"crispy-veg","CRISPY VEG","CRISPY VEG","https://lavv.bizrise.in/p/crispy-veg","180.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","CRISPY VEG","In stock",""
"bread-crump-chicken","Bread Crump Chicken","Bread Crump Chicken","https://lavv.bizrise.in/p/bread-crump-chicken","270.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Bread Crump Chicken","In stock",""
"oats-cookies-250-gms","Oats Cookies 250 gms","Oats Cookies 250 gms","https://lavv.bizrise.in/p/oats-cookies-250-gms","110.0","default","NEW","https://lavv.bikry.com/static/bizrise/img/ph.png","100.0","Oats Cookies 250 gms","In stock",""
"green-papaya500-gm","Green Papaya","Green Papaya","https://lavv.bizrise.in/p/green-papaya500-gm","15.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/3e1d4bee-f3b1-4edc-85a3-751686e62314.png","100.0","Green Papaya","In stock",""
"mutton-fry-boneless","Mutton Fry (Boneless)","Mutton Fry (Boneless)","https://lavv.bizrise.in/p/mutton-fry-boneless","330.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Mutton Fry (Boneless)","In stock",""
"prod","prod","prod","https://lavv.bizrise.in/p/prod","2000.0","prod","NEW","https://lavv.bikry.com/static/bizrise/img/ph.png","100.0","prod","In stock",""
"mutton-curry-bones","Mutton Curry (Bones) ","Mutton Curry (Bones) ","https://lavv.bizrise.in/p/mutton-curry-bones","280.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Mutton Curry (Bones) ","In stock",""
"plum-cake-400-gms","Plum Cake 400 gms","Plum Cake 400 gms","https://lavv.bizrise.in/p/plum-cake-400-gms","265.0","default","NEW","https://lavv.bikry.com/static/bizrise/img/ph.png","100.0","Plum Cake 400 gms","In stock",""
